date,headline,main_headline,project,server,spider,url
,Home - SuperDataScience - Big Data | Analytics Careers | Mentors | Success,"SUBSCRIBERS,VIDEOS ONLINE,HOURS OF CONTENT,Systems Engineer,Data Analyst,Media Analyst,Data Analyst,Copyright 2018 Super Data Science",Example,,secondspider,https://www.superdatascience.com/
